Title,Image Link,Ingredients
Woolworths Salted Mixed Nuts 375g,https://assets.woolworths.com.au/images/1005/773623.jpg?impolicy=wowsmkqiema&w=260&h=260,"Mixed Nuts (96%) (Peanuts, Almonds, Cashews, Macadamias (3.8%), Hazelnuts, Pistachios (2.4%)), Sunflower Oil, Sea Salt (1%)."
Essentials Chunky Pasta Sauce 700g,https://assets.woolworths.com.au/images/1005/326.jpg?impolicy=wowsmkqiema&w=260&h=260,"Tomatoes (80%) (Puree, Diced), Diced Onion (16%), Sugar, Canola Oil, Garlic, Salt, Herbs and Spices, Acidity Regulator (Citric Acid)"
Nestle Sustagen Dutch Chocolate Ready To Drink 3x250ml,https://assets.woolworths.com.au/images/1005/211476.jpg?impolicy=wowsmkqiema&w=260&h=260,"Water, Non Fat Milk Solids (12%), Sugar, Dried Glucose Syrup, Maltodextrin, Low Eruric Acid Rapeseed Oil, Milk Protein Concentrate, Cocoa (0.5%), Stabilizers (452, 460, 407, 466), Minerals (Magnesium Carbonate, Sodium Citrate, Potassium Phosphate, Ferrous Sulphate, Zinc Sulphate), Emulsifier ( Soy Lecithin), Vitamins (C, E, Niacinamide, B6, A, B1, Folic Acid, B2, B12), Flavour.Contains Milk and Soy.  Gluten Free"
Woolworths Lentils No Added Salt 420g,https://assets.woolworths.com.au/images/1005/259400.jpg?impolicy=wowsmkqiema&w=260&h=260,"Lentils (60%), Water, Firming Agent (Calcium Chloride), Antioxidant (Ascorbic Acid)"
Woolworths Black Beans No Added Salt Can 420g,https://assets.woolworths.com.au/images/1005/663581.jpg?impolicy=wowsmkqiema&w=260&h=260,"Black Beans (60%), Water, Firming Agent (Calcium Chloride)"
Woolworths Lemon Juice 250ml,https://assets.woolworths.com.au/images/1005/720423.jpg?impolicy=wowsmkqiema&w=260&h=260,"Reconstituted Lemon Juice (99.9%), Acidity Regulator (Ascorbic Acid), Natural Flavour, Preservative (223)"
Arnott's Cruskits 98% Fat Free Crispbreads 125g,https://assets.woolworths.com.au/images/1005/197462.jpg?impolicy=wowsmkqiema&w=260&h=260,"Wheat Flour, Rye Meal, Wheat Starch, Sugar, Milk Solids, Salt."
Edgell Four Bean Mix Picked & Soaked Canned Legumes 400g,https://assets.woolworths.com.au/images/1005/584285.jpg?impolicy=wowsmkqiema&w=260&h=260,"Legumes (60%) (butter beans, chick peas, red kidney beans (small red variety), baby lima beans), water, sugar, salt, firming agent (509), food acid (acetic acid). *May be present
 lupin, soy, wheat and barley.*"
Barilla Pasta Penne Rigate 500g,https://assets.woolworths.com.au/images/1005/83764.jpg?impolicy=wowsmkqiema&w=260&h=260,"durum wheat semolina, water."
Table Of Plenty Milk Chocolate Snack Pack 84g,https://assets.woolworths.com.au/images/1005/505443.jpg?impolicy=wowsmkqiema&w=260&h=260,"Dark Chocolate 60% (contains Sugar, Cocoa Mass, Cocoa Butter, Emulsifier (Soy Lecithin), Natural Vanilla Flavour), Wholegrain Rice 40%."
Woolworths Cranberries 150g,https://assets.woolworths.com.au/images/1005/726369.jpg?impolicy=wowsmkqiema&w=260&h=260,"Dried Cranberries (Cranberries (minimum 55%), Sugar, Sunflower Oil)"
Maggi Dry Recipe Bases Beef Goulash Recipe Base 33g,https://assets.woolworths.com.au/images/1005/446483.jpg?impolicy=wowsmkqiema&w=260&h=260,"Our Ingredients:  Stock Powder: Corn Starch, Sugar, Salt, Corn Seasoning, Onion (4.8%), Potato Starch, Vegetable Oil, Garlic (0.3%); Vegetable: Tomato; Spices: Paprika (5%), Chilli, White Pepper; Herb: Parsley (2.2%).              May Contain Fish, Milk, Soy, Mustard, Celery."
Simson's Pantry Authentic Roti Garlic 6 Pack,https://assets.woolworths.com.au/images/1005/157595.jpg?impolicy=wowsmkqiema&w=260&h=260,"Wholemeal Wheat Flour (Vitamins (Thiamin, Folic Ac,id)), Water, Vegetable Oils, Garlic (2%), Vinegar,, Baking Powder (Raising Agents (339,341, 450, 500,), Wheaten Cornflour), Iodised Salt, Sugar, Emuls,i fier (471), Yeast, Acidity Regulator (297), Pres,er"
Sam's Pantry Roasted Hazelnut Protein Bar 5 Pack,https://assets.woolworths.com.au/images/1005/40251.jpg?impolicy=wowsmkqiema&w=260&h=260,"Ingredients Not Found"
Lo-fo Pantry Low Fodmap Plain Flour 1kg,https://assets.woolworths.com.au/images/1005/674629.jpg?impolicy=wowsmkqiema&w=260&h=260,"Wheat Starch, Wheat Gluten, Vegetable Gum (412)"
Simson's Pantry High Protein Low Carb Wraps 5 Pack,https://assets.woolworths.com.au/images/1005/179435.jpg?impolicy=wowsmkqiema&w=260&h=260,"Water, Wheat Flour (Thiamin, Folic Acid), Soy Protein Isolate, Vegetable Shortening, Modified Wheat Starch (1413), Wheat Gluten, Apple Cider Vinegar, Wheat Fibre, Baking Powder (Raising Agents (501, 541), Wheat Starch), Thickener (412), Iodised Salt, Emulsifier (471), Acidity Regulator (297), Preservatives (281,200)."
Simson's Pantry Low Carb Keto Friendly Wraps 5 Pack,https://assets.woolworths.com.au/images/1005/240436.jpg?impolicy=wowsmkqiema&w=260&h=260,"Water, Seed Flours (Chia Seed, Flaxseed), Soy Protein, Vegetable Fat & Oil, Wheat Protein (Gluten), Wheat Fibre, Apple Cider Vinegar, Modified Wheat Starch (1413), Oat Fibre, Wheat Bran, Pea Protein, Thickeners (412, 415, 464), Acidity Regulator (297), Iodised Salt, Emulsifier (471), Baking Powder (Raising Agents (339, 341, 450, 500)), Preservative (200)."
Woolworths Mild Salsa 300g,https://assets.woolworths.com.au/images/1005/311121.jpg?impolicy=wowsmkqiema&w=260&h=260,"Tomato (51%), Capsicum (17%), Water, Onion, Tomato Paste, Vinegar, Sugar, Maize Starch, Spices (Paprika, Cumin, Coriander, Chilli), Salt, Jalapeno Pepper (0.5%), Garlic Powder"
Woolworths Taco Seasoning Mix 35g,https://assets.woolworths.com.au/images/1005/29767.jpg?impolicy=wowsmkqiema&w=260&h=260,"Maize Flour, Sugar, Salt, Onion Powder (13%), Red Capsicum Powder (6%), Garlic (4%), Spices (Cumin, Turmeric, Ground Coriander), Paprika, Food Acid (330), Vegetable Oil (Canola), Spice Extract, Chilli Powder (0.7%), Pepper"
Woolworths Burrito Tortillas 15 Pack,https://assets.woolworths.com.au/images/1005/193458.jpg?impolicy=wowsmkqiema&w=260&h=260,"Wheat Flour (Wheat Flour, Thiamin, Folate), Water, Palm Shortening (Palm Oil, Antioxidant (Vitamin E Acetate)), Sugar, Baking Powder (Mineral Salts (500, 450, 341)), Iodised Salt, Acidity Regulator (297), Preservatives (282, 200), Mineral Salt (500), Yeast"
Csr White Sugar 1kg,https://assets.woolworths.com.au/images/1005/33156.jpg?impolicy=wowsmkqiema&w=260&h=260,"Cane Sugar"
Arnott's Shapes Pizza Cracker Biscuits 190g,https://assets.woolworths.com.au/images/1005/515173.jpg?impolicy=wowsmkqiema&w=260&h=260,"Wheat Flour, Vegetable Oil, Starch (Wheat), Tomato Powder, Salt, Cheese (Contains: Milk), Maltodextrin (Maize), Yeast. Milk Solids, Baking Powder, Sugar, Spice, Garlic Powder, Onion Powder, Herb, Natural Flavour, Vegetable Extract (From Maize, Soy), Food Acid (Citric Acid), Food Colours (Turmeric, Paprika Extract), Antioxidants (E300, E307b From Soy, 304), Yeast Extract, Emulsifier (Soy Lecithin)."
Woolworths Vegetable Liquid Stock 1l,https://assets.woolworths.com.au/images/1005/310254.jpg?impolicy=wowsmkqiema&w=260&h=260,"Reconstituted Vegetable Stock (97%) (Water, Onion, Carrot, Celery, Tomato, Leek, Garlic, Parsley, Black Peppercorn, Bay Leaf, Salt), Yeast Extract, Maltodextrin, Salt, Onion Powder, Garlic Powder, Sugar, Natural Flavour, Caramelised Sugar Syrup, Sunflower Oil, Spice, Acacia Gum"
Woolworths Sea Salt Grinder 110g,https://assets.woolworths.com.au/images/1005/887995.jpg?impolicy=wowsmkqiema&w=260&h=260,"Sea Salt"
Sakata Rice Crackers Plain 100g,https://assets.woolworths.com.au/images/1005/41814.jpg?impolicy=wowsmkqiema&w=260&h=260,"Rice (97%), Rice Bran Oil, Salt."
Heinz Big Red Condensed Tomato Soup 420g,https://assets.woolworths.com.au/images/1005/34331.jpg?impolicy=wowsmkqiema&w=260&h=260,"Concentrated Tomatoes (90%), Sugar, Tapioca Starch, Salt, Acidity Regulator (Sodium Bicarbonate), Natural Colour (Paprika Extract), Natural Flavours, Spice."
Mutti Finely Chopped Tomatoes 400g,https://assets.woolworths.com.au/images/1005/344550.jpg?impolicy=wowsmkqiema&w=260&h=260,"Tomatoes 99.8%, Salt - Only Italian tomatoes."
Ardmona Crushed Vine Ripened Tomatoes 400g,https://assets.woolworths.com.au/images/1005/230392.jpg?impolicy=wowsmkqiema&w=260&h=260,"Crushed Tomato (63%), Tomato Juice, Tomato Paste, Thickener (1422)."
Woolworths Sultanas 375g,https://assets.woolworths.com.au/images/1005/726367.jpg?impolicy=wowsmkqiema&w=260&h=260,"Sultanas (99%), Cottonseed Oil"
Doritos Salsa Dip Mild 300g,https://assets.woolworths.com.au/images/1005/113816.jpg?impolicy=wowsmkqiema&w=260&h=260,"Mild Tomato Salsa Dip.Ingredients: Tomatoes (68%) (Puree, Diced, Crushed), Capsicum (14%), Onion (13%), Vinegar Salt, Sugar, Garlic, Vegetable Gum (Xanthan), Firming Agent (Calcium Chloride) Food Acid (Citric), Coriander, Vegetable Oil, Spice Extract (Chilli)."
Campbell's Condensed Soup Tomato 420g,https://assets.woolworths.com.au/images/1005/34287.jpg?impolicy=wowsmkqiema&w=260&h=260,"Tomato Puree (85%), Sugar, Onions, Modified Tapioca Starch (E1442), Salt, Garlic, Acidity Regulator (Sodium Bicarbonate), Thickener (Xantham Gum), Food Colour (Paprika Extract), Herbs, Natural Flavour, Spices."
Sunbeam Australian Sultanas 6 Pack,https://assets.woolworths.com.au/images/1005/39667.jpg?impolicy=wowsmkqiema&w=260&h=260,"Australian Sultanas (99.5%), Sunflower Oil."
San Remo Spaghetti Pasta No 5 500g,https://assets.woolworths.com.au/images/1005/43974.jpg?impolicy=wowsmkqiema&w=260&h=260,"Durum Wheat Semolina (Gluten)."
Woolworths Italian Peeled Tomatoes 400g,https://assets.woolworths.com.au/images/1005/218918.jpg?impolicy=wowsmkqiema&w=260&h=260,"Whole Peeled Tomatoes (60%), Tomato Juice, Acidity Regulator (Citric Acid)"
Sakata Rice Crackers Seaweed 90g,https://assets.woolworths.com.au/images/1005/323336.jpg?impolicy=wowsmkqiema&w=260&h=260,"Rice (88%), Soy Sauce (Soy, Rice, Salt), Sugar, Yeast Extract, Dried Seaweed (0.5%), Caramelised Sugar Syrup, Salt, Natural Flavours, Rice Bran Oil, Mineral Salt (Potassium Chloride), Food Acid (Citric Acid)."
Heinz Spaghetti Tomato & Cheese Pasta Tin Spaghetti Multipack 300g X3 Pack,https://assets.woolworths.com.au/images/1005/629506.jpg?impolicy=wowsmkqiema&w=260&h=260,"Spaghetti (53%) (Water, Wheat Flour), Tomato Sauce,(47%) Tomatoes (44%), Sugar, Salt, Cheese (Contai,ns Milk), Food Acid (Citric Acid)."
Arnott's Vita Weat Original Crispbreads 250g,https://assets.woolworths.com.au/images/1005/36089.jpg?impolicy=wowsmkqiema&w=260&h=260,"Wholegrain Wheat (91%), Vegetable Oil, Salt, Sugar."
Woolworths Thyme Leaves 12g,https://assets.woolworths.com.au/images/1005/251228.jpg?impolicy=wowsmkqiema&w=260&h=260,"Thyme."
Barilla Pasta Risoni 500g,https://assets.woolworths.com.au/images/1005/88215.jpg?impolicy=wowsmkqiema&w=260&h=260,". Ingredients, durum wheat semolina, water."
Old El Paso Taco Sauce Mild Taco Sauce 200g,https://assets.woolworths.com.au/images/1005/93442.jpg?impolicy=wowsmkqiema&w=260&h=260,"Water, Tomato (11%), Rehydrated Green Capsicum (6%), Onion, Modified Maize Starch (1422), Salt, Sugar, Paprika, Food Acid (Citric Acid), Chili Extract, Garlic Powder"
Zafarelli Spaghetti No4 500g,https://assets.woolworths.com.au/images/1005/9014.jpg?impolicy=wowsmkqiema&w=260&h=260,"Durum Wheat Semolina."
Woolworths Turmeric Ground 30g,https://assets.woolworths.com.au/images/1005/251230.jpg?impolicy=wowsmkqiema&w=260&h=260,"Turmeric "
Abc Kecap Manis Sweet Soy Sauce 275ml,https://assets.woolworths.com.au/images/1005/720977.jpg?impolicy=wowsmkqiema&w=260&h=260,"Palm Sugar Sugar Soy Extract (11%) (Water, Salt, Soybean, Wheat), Water, Salt, Colour (150a). Preservatives (211,223), Acidity Regulator(330), Stabiliser (415)"
Cornwell's White Vinegar White 375ml,https://assets.woolworths.com.au/images/1005/91367.jpg?impolicy=wowsmkqiema&w=260&h=260,"White vinegar (Naturally brewed from fermented spirit)."
Campbell's Real Stock Vegetable Liquid Stock 1l,https://assets.woolworths.com.au/images/1005/30856.jpg?impolicy=wowsmkqiema&w=260&h=260,"Vegetable Stock (97%) (Water, Vegetables (Carrots, Celery, Cabbage), Garlic, Onions, Bay Leaves, Parsley, Thyme), Sugar, Salt, Glucose."
Woolworths Sunflower Seeds 200g,https://assets.woolworths.com.au/images/1005/501763.jpg?impolicy=wowsmkqiema&w=260&h=260,"Sunflower Seeds (100%)."
Macro Organic Hulled Tahini Spread 375g,https://assets.woolworths.com.au/images/1005/334757.jpg?impolicy=wowsmkqiema&w=260&h=260,"Organic Hulled Sesame Seeds (100%)"
Cornwell's White Vinegar White 750ml,https://assets.woolworths.com.au/images/1005/16928.jpg?impolicy=wowsmkqiema&w=260&h=260,"White vinegar (naturally brewed from fermented spirit)."
Woolworths Barbecue Sauce Squeeze 500ml,https://assets.woolworths.com.au/images/1005/230504.jpg?impolicy=wowsmkqiema&w=260&h=260,"suitable for vegans, suitable for vegetarians"
Ardmona Whole Peeled Vine Ripened Tomatoes 400g,https://assets.woolworths.com.au/images/1005/235198.jpg?impolicy=wowsmkqiema&w=260&h=260,"Tomatoes (99%) Whole (57% Min, Juice, Paste, Food Acid (Citric)."
Spc Spaghetti Rich Tomato 4 X 220g,https://assets.woolworths.com.au/images/1005/247302.jpg?impolicy=wowsmkqiema&w=260&h=260,"Pasta (Wheat Flour) (50%), Tomato Puree (34%), Water, Sugar, Thickeners (1412, Maize Starch), Salt, Canola Oil, Natural Flavours, Colour (160c), Vegetable Powder, Food Acid (Citric), Antioxidant (Ascorbic Acid)."
Heinz Big Red Condensed Tomato Soup 820g,https://assets.woolworths.com.au/images/1005/113847.jpg?impolicy=wowsmkqiema&w=260&h=260,"Concentrated Tomatoes (90%), Sugar, Tapioca Starch, Salt, Acidity Regulator (Sodium Bicarbonate), Natural Colour (Paprika Extract), Natural Flavours, Spice."
Ceres Organics Seaweed Nori 5g,https://assets.woolworths.com.au/images/1005/781444.jpg?impolicy=wowsmkqiema&w=260&h=260,"Seaweed* 70%, Sunflower Oil*, Natural Sea Salt (*Certified Organic)"
Dollar Sweets Sprinkles Magic 100s & 1000s 350g,https://assets.woolworths.com.au/images/1005/307818.jpg?impolicy=wowsmkqiema&w=260&h=260,"Sugar, Tapioca Starch, Colours (102, 110, 122, 123, 124, 133), Glazing Agent (903)."
Sunbites Cheddar & Chives Snack Crackers W/ Quinoa Share Pack 110g,https://assets.woolworths.com.au/images/1005/855572.jpg?impolicy=wowsmkqiema&w=260&h=260,"Wholegrain Cereals (70%) (Corn 43%, Wheat 26%, Oats 1%), Sunflower Oil andor Canola Oil, Quinoa (3.5%), Sugar, Whey Powder (Milk), Rice (1.5%), Cheese Powder (Milk), Salt, Natural Flavours (Milk), Maltodextrin, Onion Power, Yeast Extract, Herbs (Chives, Parsley), Natural Colour (Paprika Extract), Antioxidants (Tocopherols, Ascorbic Acid, Rosemary Extract, Citric Acid)."
Obento Japanese Seasoning Sushi 250ml,https://assets.woolworths.com.au/images/1005/263255.jpg?impolicy=wowsmkqiema&w=260&h=260,"Rice Vinegar, Water, Sugar, Salt."
Sakata Stars Snack Sized Original Rice Crackers Multipack 13g  X 7 Pack,https://assets.woolworths.com.au/images/1005/161734.jpg?impolicy=wowsmkqiema&w=260&h=260,"Rice (82%), Tapioca starch, Vegetable Oil, Salt."
Macro Organic Quinoa Tri Colour 500g,https://assets.woolworths.com.au/images/1005/717631.jpg?impolicy=wowsmkqiema&w=260&h=260,"Organic White Quinoa (60%), Organic Red Quinoa (20%), Organic Black Quinoa (20%)"
Starbucks By Nespresso House Blend Coffee Pods Capsules 10 Pack,https://assets.woolworths.com.au/images/1005/59706.jpg?impolicy=wowsmkqiema&w=260&h=260,"100% Arabica Roast & Ground Coffee"
Sandhurst Sauerkraut 500g,https://assets.woolworths.com.au/images/1005/733305.jpg?impolicy=wowsmkqiema&w=260&h=260,"White Cabbage (99.9%), Salt."
Twinings Camomile Honey & Vanilla Tea Bags 10 Pack 15g,https://assets.woolworths.com.au/images/1005/701332.jpg?impolicy=wowsmkqiema&w=260&h=260,"Camomile (89%), Honey Flavour (4%), Vanilla Flavour (4%), Flavour, Honey Flavoured Pieces (0.5%)."
Twinings English Breakfast Extra Strong Tea Bags 80 Pack,https://assets.woolworths.com.au/images/1005/829281.jpg?impolicy=wowsmkqiema&w=260&h=260,"Black Tea."
Mr Chen's Teriyaki Sauce 250ml,https://assets.woolworths.com.au/images/1005/123484.jpg?impolicy=wowsmkqiema&w=260&h=260,"White sugar, soy sauce, water, vinegar, corn starch, salt, citric acid 330, Mirin (rice, water)?potassium sorbate 202."
Vegemite Squeezy 350g,https://assets.woolworths.com.au/images/1005/105557.jpg?impolicy=wowsmkqiema&w=260&h=260,"Yeast Extract (from Yeast Grown on Barley and Wheat), Salt, Mineral Salt (508), Malt Extract (from Barley), Colour (150c), Flavours, Niacin, Thiamine, Riboflavin, Folate."
"Smith's Crinkle Cut Potato Chips Multipack Salt, Vinegar 6 Pack",https://assets.woolworths.com.au/images/1005/345301.jpg?impolicy=wowsmkqiema&w=260&h=260,"Potatoes, Vegetable Oils (Sunflower andor Canola), Food Acids (Sodium Diacetate, Citric Acid), Lactose (Milk), Salt, Mineral Salt (Potassium Chloride), Sugar, Flavour Enhancer (621), Dextrose, Natural Flavours."
Vegemite Gluten Free Spread 235g,https://assets.woolworths.com.au/images/1005/840274.jpg?impolicy=wowsmkqiema&w=260&h=260,"Yeast Extract, Salt, Mineral Salt (508), Colour (150c), Flavours, Niacin, Thiamine, Riboflavin, Folate."
Mutti Polpa Chopped Tomatoes Organic 400g,https://assets.woolworths.com.au/images/1005/134338.jpg?impolicy=wowsmkqiema&w=260&h=260,"Organic Diced Tomatoes, Organic Tomato Juice."
Csr Caster Sugar 1kg,https://assets.woolworths.com.au/images/1005/38022.jpg?impolicy=wowsmkqiema&w=260&h=260,"Cane Sugar"
Vitasoy Soy Milky Lite 1l,https://assets.woolworths.com.au/images/1005/212841.jpg?impolicy=wowsmkqiema&w=260&h=260,"Filtered water, whole soybeans (min 14%), raw sugar, minral (calcium phosphate), natural flavour, sea salt"
Vitasoy Oat Milk 1l,https://assets.woolworths.com.au/images/1005/310675.jpg?impolicy=wowsmkqiema&w=260&h=260,"Filtered Water, Whole Oats (min. 10%), Sunflower Oil, Oat Flour, Gum Arabic, Mineral (Calcium Carbonate, Calcium Phosphate), Food Acid (340), Natural Flavour, Sea Salt."
Woolworths Basmati Rice 1kg,https://assets.woolworths.com.au/images/1005/694550.jpg?impolicy=wowsmkqiema&w=260&h=260,"Basmati Rice"
Sustagen Vanilla Ready To Drink 3x250ml,https://assets.woolworths.com.au/images/1005/768721.jpg?impolicy=wowsmkqiema&w=260&h=260,"Water, Non Fat Milk Solids (12%), Dried Glucose Syrup, Maltodextrin, Sugar, Low Eruric Acid Rapeseed Oil, Milk Protein Concentrate, Stabilizers (452, 460, 407, 466), Minerals (Magnesium Carbonate, Sodium Citrate, Potassium Phosphate, Ferrous Sulphate, Zinc Sulphate), Emulsifier (Soy Lecithin), Vitamins (C, E, Niacinamide, B6, A, B1, Folic Acid, B2, B12), Flavour. Contains Milk And Soy. Gluten Free"
Macro Organic Peeled Italian Tomatoes 400g,https://assets.woolworths.com.au/images/1005/58895.jpg?impolicy=wowsmkqiema&w=260&h=260,"Organic Tomatoes (60%), Organic Tomato Juice"
Dolmio Classic Tomato With Basil Pasta Sauce 500g,https://assets.woolworths.com.au/images/1005/758377.jpg?impolicy=wowsmkqiema&w=260&h=260,"Tomatoes (from Paste, Food Acid (Citric)) 89%, Sugar, Onion, Thickener (Modified Cornstarch), Garlic, Salt, Basil 0.5%, Food Acid (Citric), Pepper, Fenugreek, Fennel."
Macro Organic Wholemeal Spaghetti 500g,https://assets.woolworths.com.au/images/1005/68343.jpg?impolicy=wowsmkqiema&w=260&h=260,"Organic Durum Wholewheat Semolina"
Rosella Tomato Sauce Squeezie 500ml,https://assets.woolworths.com.au/images/1005/207915.jpg?impolicy=wowsmkqiema&w=260&h=260,"Tomato Puree (76%) (Water, Tomato Paste), Sugar, Salt, Acidity Regulator (260,330), Flavour."
Macro Organic Raw Sugar Organic 1kg,https://assets.woolworths.com.au/images/1005/215466.jpg?impolicy=wowsmkqiema&w=260&h=260,"Organic Raw Cane Sugar"
Woolworths Chickpeas No Added Salt 420g,https://assets.woolworths.com.au/images/1005/259399.jpg?impolicy=wowsmkqiema&w=260&h=260,"Chick Peas (60%), Water, Antioxidant (Ascorbic Acid)."
Heinz Spaghetti In Tomato Sauce Pasta Tinned Spaghetti 300g,https://assets.woolworths.com.au/images/1005/624768.jpg?impolicy=wowsmkqiema&w=260&h=260,"Spaghetti (53%) (Water, Wheat Flour), Tomato Sauce,(47%) Tomatoes (44%), Sugar, Salt, Cheese (Contai,ns Milk), Food Acid (Citric Acid)."
Sunbites Sea Salt Snack Crackers With Quinoa Share Pack 105g,https://assets.woolworths.com.au/images/1005/855571.jpg?impolicy=wowsmkqiema&w=260&h=260,"Wholegrain Cereals (74%) (Corn 45%, Wheat 28%, Oats 1%), Sunflower Oil andor Canola Oil, Quinoa (3.5%), Sugar, Rice (1.5%), Salt, Antioxidants (Tocopherols, Ascorbic Acid, Rosemary Extract, Citric Acid)."
